id,source_unique_tokens,source_word_count,source_line_count,mean_neighbor_cosine_similarity,add_count_observed,add_count_marginal_crps,add_count_neighborhood_crps,add_count_marginal_minus_neighborhood_crps,add_count_marginal_lower_80,add_count_marginal_upper_80,add_count_marginal_covered_80,add_count_marginal_width_80,add_count_marginal_interval_score_80,add_count_neighborhood_lower_80,add_count_neighborhood_upper_80,add_count_neighborhood_covered_80,add_count_neighborhood_width_80,add_count_neighborhood_interval_score_80,add_count_marginal_minus_neighborhood_interval_score_80,delete_count_observed,delete_count_marginal_crps,delete_count_neighborhood_crps,delete_count_marginal_minus_neighborhood_crps,delete_count_marginal_lower_80,delete_count_marginal_upper_80,delete_count_marginal_covered_80,delete_count_marginal_width_80,delete_count_marginal_interval_score_80,delete_count_neighborhood_lower_80,delete_count_neighborhood_upper_80,delete_count_neighborhood_covered_80,delete_count_neighborhood_width_80,delete_count_neighborhood_interval_score_80,delete_count_marginal_minus_neighborhood_interval_score_80,word_count_observed,word_count_marginal_crps,word_count_neighborhood_crps,word_count_marginal_minus_neighborhood_crps,word_count_marginal_lower_80,word_count_marginal_upper_80,word_count_marginal_covered_80,word_count_marginal_width_80,word_count_marginal_interval_score_80,word_count_neighborhood_lower_80,word_count_neighborhood_upper_80,word_count_neighborhood_covered_80,word_count_neighborhood_width_80,word_count_neighborhood_interval_score_80,word_count_marginal_minus_neighborhood_interval_score_80,line_count_observed,line_count_marginal_crps,line_count_neighborhood_crps,line_count_marginal_minus_neighborhood_crps,line_count_marginal_lower_80,line_count_marginal_upper_80,line_count_marginal_covered_80,line_count_marginal_width_80,line_count_marginal_interval_score_80,line_count_neighborhood_lower_80,line_count_neighborhood_upper_80,line_count_neighborhood_covered_80,line_count_neighborhood_width_80,line_count_neighborhood_interval_score_80,line_count_marginal_minus_neighborhood_interval_score_80,source_similarity_observed,source_similarity_marginal_crps,source_similarity_neighborhood_crps,source_similarity_marginal_minus_neighborhood_crps,source_similarity_marginal_lower_80,source_similarity_marginal_upper_80,source_similarity_marginal_covered_80,source_similarity_marginal_width_80,source_similarity_marginal_interval_score_80,source_similarity_neighborhood_lower_80,source_similarity_neighborhood_upper_80,source_similarity_neighborhood_covered_80,source_similarity_neighborhood_width_80,source_similarity_neighborhood_interval_score_80,source_similarity_marginal_minus_neighborhood_interval_score_80
train_0001,57,92,21,0.188328,17.000000,10.233458,10.688338,-0.454880,13.000000,81.000000,1,68.000000,68.000000,11.000000,83.000000,1,72.000000,72.000000,-4.000000,51.000000,4.769315,4.510232,0.259083,33.891892,52.615385,1,18.723493,18.723493,33.250000,54.196721,1,20.946721,20.946721,-2.223229,62.000000,19.378722,16.096579,3.282143,0.000000,173.000000,1,173.000000,173.000000,0.000000,168.000000,1,168.000000,168.000000,5.000000,16.000000,4.017026,4.168624,-0.151598,2.000000,40.000000,1,38.000000,38.000000,11.000000,40.000000,1,29.000000,29.000000,9.000000,0.233766,0.042370,0.039913,0.002457,0.041667,0.391489,1,0.349823,0.349823,0.033333,0.377358,1,0.344025,0.344025,0.005798
train_0002,44,101,1,0.199073,21.000000,7.868700,7.074499,0.794200,13.000000,81.000000,1,68.000000,68.000000,12.000000,68.000000,1,56.000000,56.000000,12.000000,30.000000,2.108790,1.353910,0.754880,26.162162,40.615385,1,14.453222,14.453222,25.473684,39.111111,1,13.637427,13.637427,0.815796,58.000000,25.363587,24.956223,0.407365,8.000000,182.000000,1,174.000000,174.000000,33.000000,159.000000,1,126.000000,126.000000,48.000000,21.000000,14.378677,13.744089,0.634588,1.000000,20.000000,0,19.000000,29.000000,1.000000,20.000000,0,19.000000,29.000000,0.000000,0.264151,0.053792,0.040927,0.012866,0.041667,0.391489,1,0.349823,0.349823,0.078431,0.469274,1,0.390842,0.390842,-0.041020
train_0003,32,33,2,0.100038,18.000000,9.557813,8.759493,0.798320,13.000000,81.000000,1,68.000000,68.000000,16.000000,80.000000,1,64.000000,64.000000,4.000000,27.000000,1.718248,1.502879,0.215370,19.027027,29.538462,1,10.511435,10.511435,18.666667,30.638298,1,11.971631,11.971631,-1.460197,37.000000,12.142471,12.555684,-0.413213,0.000000,114.000000,1,114.000000,114.000000,0.000000,121.000000,1,121.000000,121.000000,-7.000000,1.000000,1.086483,1.111260,-0.024777,1.000000,21.000000,1,20.000000,20.000000,1.000000,21.000000,1,20.000000,20.000000,0.000000,0.114286,0.044042,0.031302,0.012740,0.041667,0.391489,1,0.349823,0.349823,0.032967,0.353791,1,0.320824,0.320824,0.028999
train_0004,33,46,1,0.167982,27.000000,6.098509,5.744882,0.353627,13.000000,81.000000,1,68.000000,68.000000,11.000000,81.000000,1,70.000000,70.000000,-2.000000,25.000000,1.066031,1.079648,-0.013617,19.621622,30.461538,1,10.839917,10.839917,19.250000,30.461538,1,11.211538,11.211538,-0.371622,89.000000,26.906806,29.290923,-2.384117,0.000000,127.000000,1,127.000000,127.000000,0.000000,132.000000,1,132.000000,132.000000,-5.000000,20.000000,13.432773,12.975789,0.456984,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.133333,0.037797,0.046289,-0.008493,0.041667,0.391489,1,0.349823,0.349823,0.041667,0.391489,1,0.349823,0.349823,0.000000
train_0005,27,28,1,0.142999,33.000000,6.017432,5.544888,0.472544,13.000000,81.000000,1,68.000000,68.000000,13.000000,78.000000,1,65.000000,65.000000,3.000000,21.000000,0.906432,0.821330,0.085102,16.054054,24.923077,1,8.869023,8.869023,16.100917,24.468750,1,8.367833,8.367833,0.501190,114.000000,56.108103,53.753859,2.354244,0.000000,104.000000,0,104.000000,204.000000,0.000000,116.000000,1,116.000000,116.000000,88.000000,20.000000,13.432773,13.906769,-0.473995,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.084507,0.056921,0.047319,0.009602,0.041667,0.391489,1,0.349823,0.349823,0.044444,0.377358,1,0.332914,0.332914,0.016909
train_0006,56,132,1,0.148130,43.000000,8.044367,8.671530,-0.627163,13.000000,81.000000,1,68.000000,68.000000,14.000000,82.000000,1,68.000000,68.000000,0.000000,46.000000,2.479465,3.057207,-0.577742,33.297297,51.692308,1,18.395010,18.395010,32.421053,51.636364,1,19.215311,19.215311,-0.820301,112.000000,16.665961,19.064507,-2.398546,39.000000,213.000000,1,174.000000,174.000000,39.000000,208.000000,1,169.000000,169.000000,5.000000,1.000000,0.541462,0.622867,-0.081405,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.418033,0.159605,0.117205,0.042400,0.041667,0.377358,0,0.335692,0.742435,0.061538,0.494624,1,0.433085,0.433085,0.309350
train_0007,84,152,1,0.199201,55.000000,13.165758,11.643230,1.522528,13.000000,81.000000,1,68.000000,68.000000,15.000000,71.000000,1,56.000000,56.000000,12.000000,60.000000,3.159215,3.249309,-0.090094,49.945946,77.538462,1,27.592516,27.592516,51.000000,78.070588,1,27.070588,27.070588,0.521927,142.000000,15.103869,15.722895,-0.619026,59.000000,233.000000,1,174.000000,174.000000,13.000000,226.000000,1,213.000000,213.000000,-39.000000,1.000000,0.541462,0.640466,-0.099004,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.265306,0.054323,0.048933,0.005390,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.368000,1,0.330264,0.330264,0.019559
train_0008,31,53,1,0.166900,22.000000,7.436287,5.536224,1.900062,13.000000,81.000000,1,68.000000,68.000000,14.000000,72.000000,1,58.000000,58.000000,10.000000,24.000000,1.028012,1.166513,-0.138501,18.432432,28.615385,1,10.182952,10.182952,17.714286,28.304348,1,10.590062,10.590062,-0.407110,30.000000,16.238187,16.472592,-0.234404,0.000000,134.000000,1,134.000000,134.000000,0.000000,127.000000,1,127.000000,127.000000,7.000000,21.000000,14.378677,14.146738,0.231939,1.000000,20.000000,0,19.000000,29.000000,1.000000,20.000000,0,19.000000,29.000000,0.000000,0.072289,0.064058,0.096104,-0.032046,0.041667,0.391489,1,0.349823,0.349823,0.060976,0.494624,1,0.433648,0.433648,-0.083825
train_0009,201,378,21,0.227338,24.000000,6.747129,8.226298,-1.479169,13.000000,81.000000,1,68.000000,68.000000,13.000000,94.000000,1,81.000000,81.000000,-13.000000,161.000000,7.651789,5.645453,2.006337,119.513514,185.538462,1,66.024948,66.024948,122.833333,186.845070,1,64.011737,64.011737,2.013211,118.000000,215.649836,181.209034,34.440802,285.000000,459.000000,0,174.000000,1844.000000,239.000000,450.000000,0,211.000000,1421.000000,423.000000,22.000000,1.598216,1.845627,-0.247411,2.000000,40.000000,1,38.000000,38.000000,2.000000,38.000000,1,36.000000,36.000000,2.000000,0.237903,0.043530,0.043111,0.000419,0.041667,0.391489,1,0.349823,0.349823,0.044444,0.358209,1,0.313765,0.313765,0.036058
train_0010,26,75,20,0.180998,15.000000,11.692852,8.724252,2.968600,13.000000,81.000000,1,68.000000,68.000000,12.000000,80.000000,1,68.000000,68.000000,0.000000,18.000000,1.145902,0.842418,0.303484,15.459459,24.000000,1,8.540541,8.540541,14.772727,23.400000,1,8.627273,8.627273,-0.086732,23.000000,30.057520,32.956244,-2.898724,0.000000,156.000000,1,156.000000,156.000000,12.000000,156.000000,1,144.000000,144.000000,12.000000,1.000000,14.300347,14.971836,-0.671489,1.000000,39.000000,1,38.000000,38.000000,3.000000,39.000000,0,36.000000,56.000000,-18.000000,0.081633,0.058397,0.080595,-0.022198,0.041667,0.391489,1,0.349823,0.349823,0.061538,0.469274,1,0.407735,0.407735,-0.057913
train_0011,20,20,1,0.097192,43.000000,8.044367,9.085402,-1.041034,13.000000,81.000000,1,68.000000,68.000000,12.000000,72.000000,1,60.000000,60.000000,8.000000,17.000000,1.134713,1.058162,0.076551,11.891892,18.461538,1,6.569647,6.569647,11.666667,18.461538,1,6.794872,6.794872,-0.225225,56.000000,20.603892,18.997698,1.606194,0.000000,101.000000,1,101.000000,101.000000,0.000000,94.000000,1,94.000000,94.000000,7.000000,1.000000,0.541462,0.382238,0.159224,1.000000,20.000000,1,19.000000,19.000000,1.000000,19.000000,1,18.000000,18.000000,1.000000,0.078947,0.059861,0.060041,-0.000180,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.438596,1,0.400861,0.400861,-0.051038
train_0012,45,58,1,0.116370,26.000000,6.233638,5.536462,0.697176,13.000000,81.000000,1,68.000000,68.000000,13.000000,72.000000,1,59.000000,59.000000,9.000000,34.000000,1.453181,1.666050,-0.212869,26.756757,41.538462,1,14.781705,14.781705,25.714286,41.538462,1,15.824176,15.824176,-1.042471,65.000000,13.814468,14.469952,-0.655484,0.000000,139.000000,1,139.000000,139.000000,0.000000,132.000000,1,132.000000,132.000000,7.000000,11.000000,6.851989,7.261481,-0.409492,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.162602,0.032910,0.035394,-0.002484,0.041667,0.391489,1,0.349823,0.349823,0.027211,0.358209,1,0.330998,0.330998,0.018825
train_0013,45,92,20,0.186233,26.000000,6.233638,5.012448,1.221191,13.000000,81.000000,1,68.000000,68.000000,12.000000,68.000000,1,56.000000,56.000000,12.000000,35.000000,1.510720,1.851355,-0.340635,26.756757,41.538462,1,14.781705,14.781705,26.052632,40.781250,1,14.728618,14.728618,0.053086,68.000000,17.419350,14.768838,2.650513,0.000000,173.000000,1,173.000000,173.000000,29.000000,164.000000,1,135.000000,135.000000,38.000000,20.000000,1.030674,1.175327,-0.144653,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.125000,0.040152,0.069886,-0.029734,0.041667,0.391489,1,0.349823,0.349823,0.061538,0.494624,1,0.433085,0.433085,-0.083262
train_0014,28,79,19,0.175561,22.000000,7.436287,6.908283,0.528004,13.000000,81.000000,1,68.000000,68.000000,13.000000,80.000000,1,67.000000,67.000000,1.000000,17.000000,2.582457,2.258439,0.324018,16.648649,25.846154,1,9.197505,9.197505,16.210526,26.023529,1,9.813003,9.813003,-0.615498,101.000000,18.203234,18.215373,-0.012139,0.000000,160.000000,1,160.000000,160.000000,0.000000,154.000000,1,154.000000,154.000000,6.000000,1.000000,13.515517,13.089995,0.425522,1.000000,38.000000,1,37.000000,37.000000,1.000000,38.000000,1,37.000000,37.000000,0.000000,0.544444,0.276141,0.208456,0.067685,0.041667,0.377358,0,0.335692,2.006551,0.052632,0.469274,0,0.416642,1.168349,0.838202
train_0015,22,60,1,0.146209,81.000000,30.935228,32.141130,-1.205902,13.000000,80.000000,0,67.000000,77.000000,12.000000,80.000000,0,68.000000,78.000000,-1.000000,18.000000,0.948980,1.156852,-0.207872,13.081081,20.307692,1,7.226611,7.226611,12.571429,19.937500,1,7.366071,7.366071,-0.139460,135.000000,49.097248,44.073503,5.023745,0.000000,141.000000,1,141.000000,141.000000,0.000000,136.000000,1,136.000000,136.000000,5.000000,20.000000,13.432773,15.161343,-1.728570,1.000000,20.000000,1,19.000000,19.000000,1.000000,10.000000,0,9.000000,109.000000,-90.000000,0.266667,0.054967,0.050533,0.004434,0.041667,0.391489,1,0.349823,0.349823,0.046154,0.494624,1,0.448470,0.448470,-0.098647
train_0016,18,18,1,0.126340,32.000000,5.963380,6.730527,-0.767147,13.000000,81.000000,1,68.000000,68.000000,14.000000,81.000000,1,67.000000,67.000000,1.000000,15.000000,0.878313,1.255895,-0.377582,10.702703,16.615385,1,5.912682,5.912682,10.702703,16.312500,1,5.609797,5.609797,0.302885,51.000000,18.857799,14.628255,4.229544,0.000000,99.000000,1,99.000000,99.000000,0.000000,104.000000,1,104.000000,104.000000,-5.000000,20.000000,13.432773,13.199257,0.233516,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.086957,0.055726,0.073078,-0.017352,0.041667,0.391489,1,0.349823,0.349823,0.062500,0.469274,1,0.406774,0.406774,-0.056951
train_0017,47,68,1,0.155584,20.000000,8.395703,9.136206,-0.740503,13.000000,81.000000,1,68.000000,68.000000,17.000000,81.000000,1,64.000000,64.000000,4.000000,45.000000,6.310772,5.817974,0.492798,27.945946,43.337662,0,15.391716,32.015093,29.616438,43.682353,0,14.065915,27.242385,4.772708,22.000000,26.430206,18.007656,8.422550,0.000000,149.000000,1,149.000000,149.000000,0.000000,140.000000,1,140.000000,140.000000,9.000000,18.000000,11.919328,13.212907,-1.293579,1.000000,20.000000,1,19.000000,19.000000,1.000000,19.000000,1,18.000000,18.000000,1.000000,0.044444,0.084838,0.085906,-0.001069,0.041667,0.391489,1,0.349823,0.349823,0.041667,0.368000,1,0.326333,0.326333,0.023489
train_0018,69,106,1,0.175403,119.000000,66.352552,64.989654,1.362898,13.000000,80.000000,0,67.000000,457.000000,11.000000,83.000000,0,72.000000,432.000000,25.000000,35.000000,12.505004,14.293331,-1.788327,41.146789,63.692308,0,22.545519,84.013409,42.780000,66.063830,0,23.283830,101.083830,-17.070421,271.000000,133.178325,156.363741,-23.185416,13.000000,182.000000,0,169.000000,1059.000000,0.000000,161.000000,0,161.000000,1261.000000,-202.000000,1.000000,0.541462,0.405877,0.135586,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.185676,0.032634,0.028356,0.004278,0.041667,0.391489,1,0.349823,0.349823,0.025000,0.351220,1,0.326220,0.326220,0.023603
train_0019,35,61,1,0.186716,11.000000,14.976488,14.646628,0.329860,14.000000,81.000000,0,67.000000,97.000000,15.000000,80.000000,0,65.000000,105.000000,-8.000000,32.000000,3.426111,4.007460,-0.581349,20.810811,32.307692,1,11.496881,11.496881,20.263158,31.956522,0,11.693364,12.128146,-0.631265,15.000000,26.239223,27.002149,-0.762926,0.000000,142.000000,1,142.000000,142.000000,0.000000,137.000000,1,137.000000,137.000000,5.000000,11.000000,6.851989,6.936181,-0.084193,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.052632,0.078403,0.099908,-0.021505,0.041667,0.391489,1,0.349823,0.349823,0.046154,0.438596,1,0.392443,0.392443,-0.042620
train_0020,78,100,20,0.139456,49.000000,10.273997,9.526454,0.747543,13.000000,81.000000,1,68.000000,68.000000,18.000000,102.000000,1,84.000000,84.000000,-16.000000,67.000000,4.781158,4.932654,-0.151496,46.378378,72.000000,1,25.621622,25.621622,48.360000,72.000000,1,23.640000,23.640000,1.981622,77.000000,17.194180,17.483841,-0.289660,7.000000,181.000000,1,174.000000,174.000000,0.000000,193.000000,1,193.000000,193.000000,-19.000000,20.000000,1.030674,1.120595,-0.089920,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.124294,0.040372,0.041648,-0.001276,0.041667,0.391489,1,0.349823,0.349823,0.052288,0.358209,1,0.305921,0.305921,0.043901
train_0021,38,70,1,0.192063,33.000000,6.017432,6.236357,-0.218925,13.000000,81.000000,1,68.000000,68.000000,12.000000,68.000000,1,56.000000,56.000000,12.000000,22.000000,4.370849,4.450211,-0.079362,22.660550,35.076923,0,12.416373,19.021877,23.644444,34.647059,0,11.002614,27.447059,-8.425182,66.000000,13.904869,11.937416,1.967454,0.000000,151.000000,1,151.000000,151.000000,0.000000,127.000000,1,127.000000,127.000000,24.000000,1.000000,0.541462,0.905505,-0.364043,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.176471,0.032515,0.039144,-0.006629,0.041667,0.391489,1,0.349823,0.349823,0.052632,0.438596,1,0.385965,0.385965,-0.036142
train_0022,73,146,20,0.188180,53.000000,12.138778,11.356195,0.782583,13.000000,81.000000,1,68.000000,68.000000,11.000000,80.000000,1,69.000000,69.000000,-1.000000,46.000000,5.523333,6.773932,-1.250599,43.405405,67.384615,1,23.979210,23.979210,46.233333,69.630769,0,23.397436,25.730769,-1.751559,167.000000,18.296113,28.115742,-9.819629,53.000000,227.000000,1,174.000000,174.000000,0.000000,203.000000,1,203.000000,203.000000,-29.000000,1.000000,14.300347,13.252609,1.047738,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.408946,0.151791,0.138467,0.013325,0.041667,0.377358,0,0.335692,0.651564,0.037736,0.375000,0,0.337264,0.676721,-0.025157
train_0023,150,318,20,0.231662,106.000000,53.690960,50.874807,2.816153,13.000000,80.000000,0,67.000000,327.000000,15.000000,85.000000,0,70.000000,280.000000,47.000000,104.000000,6.561081,8.730202,-2.169121,89.189189,138.461538,1,49.272349,49.272349,93.333333,139.436620,1,46.103286,46.103286,3.169063,265.000000,31.290572,21.469392,9.821180,225.000000,399.000000,1,174.000000,174.000000,171.000000,390.000000,1,219.000000,219.000000,-45.000000,1.000000,14.300347,13.328002,0.972344,1.000000,39.000000,1,38.000000,38.000000,1.000000,37.000000,1,36.000000,36.000000,2.000000,0.171527,0.032582,0.033394,-0.000812,0.041667,0.391489,1,0.349823,0.349823,0.046154,0.368000,1,0.321846,0.321846,0.027977
train_0024,30,87,19,0.177318,15.000000,11.692852,8.741541,2.951311,13.000000,81.000000,1,68.000000,68.000000,14.000000,80.000000,1,66.000000,66.000000,2.000000,23.000000,0.978093,1.140943,-0.162849,17.837838,27.692308,1,9.854470,9.854470,17.142857,27.142857,1,10.000000,10.000000,-0.145530,23.000000,37.922211,42.189900,-4.267689,0.000000,168.000000,1,168.000000,168.000000,24.000000,163.000000,0,139.000000,149.000000,19.000000,2.000000,12.758795,13.279004,-0.520209,1.000000,38.000000,1,37.000000,37.000000,1.000000,38.000000,1,37.000000,37.000000,0.000000,0.145455,0.034979,0.054441,-0.019462,0.041667,0.391489,1,0.349823,0.349823,0.061538,0.469274,1,0.407735,0.407735,-0.057913
train_0025,36,62,20,0.115185,70.000000,22.516688,21.294916,1.221773,13.000000,81.000000,1,68.000000,68.000000,13.000000,76.000000,1,63.000000,63.000000,5.000000,22.000000,3.212199,2.778097,0.434101,21.405405,33.230769,1,11.825364,11.825364,20.842105,32.625000,1,11.782895,11.782895,0.042469,132.000000,45.473898,41.597807,3.876090,0.000000,143.000000,1,143.000000,143.000000,0.000000,150.000000,1,150.000000,150.000000,-7.000000,19.000000,1.503626,1.505544,-0.001919,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.164948,0.032783,0.032455,0.000328,0.041667,0.391489,1,0.349823,0.349823,0.052288,0.440678,1,0.388390,0.388390,-0.038568
train_0026,19,20,1,0.108161,26.000000,6.233638,5.287552,0.946086,13.000000,81.000000,1,68.000000,68.000000,12.000000,70.000000,1,58.000000,58.000000,10.000000,15.000000,0.674941,0.726196,-0.051255,11.297297,17.538462,1,6.241164,6.241164,10.857143,17.519481,1,6.662338,6.662338,-0.421173,31.000000,11.550245,12.176008,-0.625762,0.000000,101.000000,1,101.000000,101.000000,0.000000,106.000000,1,106.000000,106.000000,-5.000000,1.000000,0.541462,0.480268,0.061194,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.078431,0.060161,0.047210,0.012951,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.377358,1,0.339623,0.339623,0.010200
train_0027,72,117,1,0.173062,32.000000,5.963380,5.741655,0.221725,13.000000,81.000000,1,68.000000,68.000000,14.000000,71.000000,1,57.000000,57.000000,11.000000,47.000000,4.446986,4.608083,-0.161097,42.810811,66.461538,1,23.650728,23.650728,44.640000,66.917647,1,22.277647,22.277647,1.373081,111.000000,14.590424,16.410558,-1.820134,24.000000,198.000000,1,174.000000,174.000000,0.000000,189.000000,1,189.000000,189.000000,-15.000000,1.000000,0.541462,0.366942,0.174521,1.000000,20.000000,1,19.000000,19.000000,1.000000,19.000000,1,18.000000,18.000000,1.000000,0.324561,0.087117,0.071376,0.015741,0.041667,0.391489,1,0.349823,0.349823,0.046154,0.391489,1,0.345336,0.345336,0.004487
train_0028,18,19,1,0.111115,37.000000,6.544435,6.572265,-0.027830,13.000000,81.000000,1,68.000000,68.000000,13.000000,80.000000,1,67.000000,67.000000,1.000000,16.000000,1.434979,1.513273,-0.078294,10.702703,16.615385,1,5.912682,5.912682,10.800000,16.597403,1,5.797403,5.797403,0.115279,62.000000,24.260439,20.458591,3.801848,0.000000,100.000000,1,100.000000,100.000000,0.000000,105.000000,1,105.000000,105.000000,-5.000000,1.000000,0.541462,0.667175,-0.125713,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.024691,0.101690,0.096593,0.005098,0.044444,0.391489,0,0.347045,0.544576,0.046154,0.438596,0,0.392443,0.607068,-0.062492
train_0029,22,22,14,0.100749,22.000000,7.436287,5.643213,1.793073,13.000000,81.000000,1,68.000000,68.000000,9.000000,80.000000,1,71.000000,71.000000,-3.000000,18.000000,0.948980,1.423128,-0.474148,13.081081,20.307692,1,7.226611,7.226611,12.000000,19.904762,1,7.904762,7.904762,-0.678151,54.000000,19.066213,19.154466,-0.088253,0.000000,103.000000,1,103.000000,103.000000,0.000000,96.000000,1,96.000000,96.000000,7.000000,13.000000,1.400703,1.360453,0.040250,1.000000,33.000000,1,32.000000,32.000000,1.000000,33.000000,1,32.000000,32.000000,0.000000,0.078947,0.059861,0.076391,-0.016530,0.041667,0.391489,1,0.349823,0.349823,0.071429,0.469274,1,0.397845,0.397845,-0.048022
train_0030,24,29,20,0.102547,35.000000,6.233638,6.554599,-0.320961,13.000000,81.000000,1,68.000000,68.000000,9.000000,70.000000,1,61.000000,61.000000,7.000000,20.000000,1.171084,1.511667,-0.340582,14.270270,22.153846,1,7.883576,7.883576,13.894737,22.309859,1,8.415122,8.415122,-0.531546,84.000000,33.154182,29.585060,3.569123,0.000000,110.000000,1,110.000000,110.000000,0.000000,110.000000,1,110.000000,110.000000,0.000000,19.000000,1.503626,1.236850,0.266776,1.000000,39.000000,1,38.000000,38.000000,1.000000,38.000000,1,37.000000,37.000000,1.000000,0.123894,0.040501,0.043019,-0.002518,0.041667,0.391489,1,0.349823,0.349823,0.046154,0.469274,1,0.423120,0.423120,-0.073297
train_0031,126,217,20,0.213212,28.000000,6.017432,5.855754,0.161677,13.000000,81.000000,1,68.000000,68.000000,16.000000,80.000000,1,64.000000,64.000000,4.000000,102.000000,5.099739,3.842923,1.256816,74.918919,116.307692,1,41.388773,41.388773,78.206897,119.803279,1,41.596382,41.596382,-0.207609,93.000000,86.617315,57.063799,29.553516,124.000000,298.000000,0,174.000000,484.000000,70.000000,274.000000,1,204.000000,204.000000,280.000000,19.000000,1.503626,1.376650,0.126976,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.200000,0.034565,0.030111,0.004454,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.351220,1,0.313484,0.313484,0.036339
train_0032,96,136,1,0.192829,46.000000,9.111887,8.397454,0.714433,13.000000,81.000000,1,68.000000,68.000000,16.000000,85.000000,1,69.000000,69.000000,-1.000000,77.000000,3.682822,3.054766,0.628056,57.081081,88.615385,1,31.534304,31.534304,57.247706,91.569231,1,34.321524,34.321524,-2.787221,85.000000,29.960677,21.530391,8.430286,43.000000,217.000000,1,174.000000,174.000000,0.000000,212.000000,1,212.000000,212.000000,-38.000000,1.000000,0.541462,0.618814,-0.077352,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.126697,0.039648,0.039200,0.000447,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.358209,1,0.320473,0.320473,0.029350
train_0033,27,28,20,0.098753,6.000000,19.435746,17.439589,1.996157,14.000000,81.000000,0,67.000000,147.000000,15.000000,80.000000,0,65.000000,155.000000,-8.000000,14.000000,4.602495,3.908117,0.694378,16.100917,24.923077,0,8.822159,29.831334,15.631579,24.617647,0,8.986068,25.301858,4.529476,20.000000,11.988469,12.836969,-0.848500,0.000000,109.000000,1,109.000000,109.000000,0.000000,104.000000,1,104.000000,104.000000,5.000000,14.000000,4.719697,5.278869,-0.559172,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.375000,0.124041,0.109698,0.014343,0.041667,0.391489,1,0.349823,0.349823,0.068966,0.418033,1,0.349067,0.349067,0.000755
train_0034,57,83,1,0.167998,44.000000,8.382190,9.147672,-0.765482,13.000000,81.000000,1,68.000000,68.000000,12.000000,85.000000,1,73.000000,73.000000,-5.000000,38.000000,3.115789,3.364910,-0.249121,33.891892,52.615385,1,18.723493,18.723493,33.250000,54.779221,1,21.529221,21.529221,-2.805728,110.000000,20.161930,26.156697,-5.994768,0.000000,164.000000,1,164.000000,164.000000,0.000000,155.000000,1,155.000000,155.000000,9.000000,1.000000,0.541462,0.794748,-0.253286,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.259067,0.051554,0.048476,0.003078,0.041667,0.391489,1,0.349823,0.349823,0.027211,0.375000,1,0.347789,0.347789,0.002034
train_0035,93,154,1,0.172985,35.000000,6.233638,7.413607,-1.179969,13.000000,81.000000,1,68.000000,68.000000,14.000000,85.000000,1,71.000000,71.000000,-3.000000,66.000000,3.607736,3.818929,-0.211194,55.297297,85.846154,1,30.548857,30.548857,55.297297,86.435294,1,31.137997,31.137997,-0.589140,107.000000,27.674114,23.117044,4.557069,61.000000,235.000000,1,174.000000,174.000000,15.000000,235.000000,1,220.000000,220.000000,-46.000000,1.000000,0.541462,0.342417,0.199045,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.298851,0.071374,0.068093,0.003281,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.332378,1,0.294642,0.294642,0.055180
