id,source_unique_tokens,source_word_count,source_line_count,mean_neighbor_cosine_similarity,add_count_observed,add_count_marginal_crps,add_count_neighborhood_crps,add_count_marginal_minus_neighborhood_crps,add_count_marginal_lower_80,add_count_marginal_upper_80,add_count_marginal_covered_80,add_count_marginal_width_80,add_count_marginal_interval_score_80,add_count_neighborhood_lower_80,add_count_neighborhood_upper_80,add_count_neighborhood_covered_80,add_count_neighborhood_width_80,add_count_neighborhood_interval_score_80,add_count_marginal_minus_neighborhood_interval_score_80,delete_count_observed,delete_count_marginal_crps,delete_count_neighborhood_crps,delete_count_marginal_minus_neighborhood_crps,delete_count_marginal_lower_80,delete_count_marginal_upper_80,delete_count_marginal_covered_80,delete_count_marginal_width_80,delete_count_marginal_interval_score_80,delete_count_neighborhood_lower_80,delete_count_neighborhood_upper_80,delete_count_neighborhood_covered_80,delete_count_neighborhood_width_80,delete_count_neighborhood_interval_score_80,delete_count_marginal_minus_neighborhood_interval_score_80,word_count_observed,word_count_marginal_crps,word_count_neighborhood_crps,word_count_marginal_minus_neighborhood_crps,word_count_marginal_lower_80,word_count_marginal_upper_80,word_count_marginal_covered_80,word_count_marginal_width_80,word_count_marginal_interval_score_80,word_count_neighborhood_lower_80,word_count_neighborhood_upper_80,word_count_neighborhood_covered_80,word_count_neighborhood_width_80,word_count_neighborhood_interval_score_80,word_count_marginal_minus_neighborhood_interval_score_80,line_count_observed,line_count_marginal_crps,line_count_neighborhood_crps,line_count_marginal_minus_neighborhood_crps,line_count_marginal_lower_80,line_count_marginal_upper_80,line_count_marginal_covered_80,line_count_marginal_width_80,line_count_marginal_interval_score_80,line_count_neighborhood_lower_80,line_count_neighborhood_upper_80,line_count_neighborhood_covered_80,line_count_neighborhood_width_80,line_count_neighborhood_interval_score_80,line_count_marginal_minus_neighborhood_interval_score_80,source_similarity_observed,source_similarity_marginal_crps,source_similarity_neighborhood_crps,source_similarity_marginal_minus_neighborhood_crps,source_similarity_marginal_lower_80,source_similarity_marginal_upper_80,source_similarity_marginal_covered_80,source_similarity_marginal_width_80,source_similarity_marginal_interval_score_80,source_similarity_neighborhood_lower_80,source_similarity_neighborhood_upper_80,source_similarity_neighborhood_covered_80,source_similarity_neighborhood_width_80,source_similarity_neighborhood_interval_score_80,source_similarity_marginal_minus_neighborhood_interval_score_80
train_0124,11,12,6,0.116461,81.000000,30.935228,34.811677,-3.876449,13.000000,80.000000,0,67.000000,77.000000,13.000000,68.000000,0,55.000000,185.000000,-108.000000,6.000000,1.598827,1.439420,0.159407,6.559633,10.153846,0,3.594213,9.190543,6.285714,10.142857,0,3.857143,6.714286,2.476258,141.000000,92.648619,92.277047,0.371572,0.000000,88.000000,0,88.000000,618.000000,0.000000,86.000000,0,86.000000,636.000000,-18.000000,1.000000,3.747174,3.793480,-0.046307,1.000000,25.000000,1,24.000000,24.000000,1.000000,25.000000,1,24.000000,24.000000,0.000000,0.078431,0.060161,0.067464,-0.007304,0.041667,0.391489,1,0.349823,0.349823,0.033333,0.469274,1,0.435940,0.435940,-0.086118
train_0125,26,26,20,0.074298,49.000000,10.273997,9.944398,0.329598,13.000000,81.000000,1,68.000000,68.000000,12.000000,80.000000,1,68.000000,68.000000,0.000000,24.000000,2.727693,2.985074,-0.257381,15.459459,23.974026,0,8.514567,8.774307,15.166667,23.400000,0,8.233333,14.233333,-5.459027,70.000000,25.866177,21.600963,4.265214,0.000000,107.000000,1,107.000000,107.000000,0.000000,116.000000,1,116.000000,116.000000,-9.000000,1.000000,14.300347,13.616807,0.683539,1.000000,39.000000,1,38.000000,38.000000,1.000000,37.000000,1,36.000000,36.000000,2.000000,0.041667,0.087090,0.087823,-0.000733,0.044444,0.391489,0,0.347045,0.374823,0.060976,0.418033,0,0.357057,0.550147,-0.175324
train_0126,21,48,1,0.169076,14.000000,12.476600,11.407174,1.069427,13.000000,81.000000,1,68.000000,68.000000,13.000000,81.000000,1,68.000000,68.000000,0.000000,19.000000,1.904905,2.642095,-0.737190,12.486486,19.384615,1,6.898129,6.898129,12.000000,18.375000,0,6.375000,12.625000,-5.726871,17.000000,18.623981,19.603652,-0.979671,0.000000,129.000000,1,129.000000,129.000000,0.000000,124.000000,1,124.000000,124.000000,5.000000,1.000000,0.541462,0.480135,0.061327,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.061538,0.071670,0.110271,-0.038601,0.041667,0.391489,1,0.349823,0.349823,0.070922,0.543046,0,0.472124,0.565960,-0.216137
train_0127,25,26,5,0.109117,23.000000,7.071438,6.343641,0.727798,13.000000,81.000000,1,68.000000,68.000000,12.000000,70.000000,1,58.000000,58.000000,10.000000,15.000000,2.443307,2.155312,0.287995,14.864865,23.076923,1,8.212058,8.212058,14.473684,23.235294,1,8.761610,8.761610,-0.549552,38.000000,12.610018,13.123797,-0.513779,0.000000,107.000000,1,107.000000,107.000000,0.000000,109.000000,1,109.000000,109.000000,-2.000000,12.000000,5.068015,5.286742,-0.218727,1.000000,24.000000,1,23.000000,23.000000,1.000000,24.000000,1,23.000000,23.000000,0.000000,0.187500,0.032767,0.035690,-0.002923,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.438596,1,0.400861,0.400861,-0.051038
train_0128,77,123,20,0.184256,21.000000,7.868700,7.570353,0.298346,13.000000,81.000000,1,68.000000,68.000000,17.000000,80.000000,1,63.000000,63.000000,5.000000,74.000000,10.589345,10.401352,0.187993,45.783784,71.000000,0,25.216216,55.216216,47.759494,70.400000,0,22.640506,58.640506,-3.424290,24.000000,64.758705,48.455284,16.303421,30.000000,204.000000,0,174.000000,234.000000,0.000000,195.000000,1,195.000000,195.000000,39.000000,1.000000,14.300347,15.208660,-0.908313,1.000000,39.000000,1,38.000000,38.000000,9.000000,39.000000,0,30.000000,110.000000,-72.000000,0.027211,0.099439,0.116946,-0.017507,0.044444,0.391489,0,0.347045,0.519381,0.052288,0.358209,0,0.305921,0.556688,-0.037308
train_0129,27,56,1,0.189341,17.000000,10.233458,8.245504,1.987954,13.000000,81.000000,1,68.000000,68.000000,9.000000,80.000000,1,71.000000,71.000000,-3.000000,19.000000,1.093972,0.929589,0.164383,16.054054,24.923077,1,8.869023,8.869023,15.631579,24.428571,1,8.796992,8.796992,0.072030,29.000000,17.595018,14.971638,2.623380,0.000000,137.000000,1,137.000000,137.000000,0.000000,132.000000,1,132.000000,132.000000,5.000000,1.000000,0.541462,0.745769,-0.204307,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.188235,0.032847,0.044020,-0.011173,0.041667,0.391489,1,0.349823,0.349823,0.062500,0.469274,1,0.406774,0.406774,-0.056951
train_0130,22,40,1,0.154557,28.000000,6.017432,5.585818,0.431614,13.000000,81.000000,1,68.000000,68.000000,13.000000,72.000000,1,59.000000,59.000000,9.000000,15.000000,1.054395,0.712188,0.342207,13.081081,20.307692,1,7.226611,7.226611,12.571429,19.904762,1,7.333333,7.333333,-0.106722,78.000000,23.732805,20.053356,3.679448,0.000000,121.000000,1,121.000000,121.000000,0.000000,116.000000,1,116.000000,116.000000,5.000000,20.000000,13.432773,13.458324,-0.025550,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.203390,0.035172,0.037988,-0.002816,0.041667,0.391489,1,0.349823,0.349823,0.060976,0.440678,1,0.379702,0.379702,-0.029880
train_0131,103,187,1,0.206041,26.000000,6.233638,6.984466,-0.750828,13.000000,81.000000,1,68.000000,68.000000,12.000000,82.000000,1,70.000000,70.000000,-2.000000,81.000000,3.602008,3.376975,0.225033,61.243243,95.076923,1,33.833680,33.833680,63.860000,97.934426,1,34.074426,34.074426,-0.240746,94.000000,59.934733,39.615913,20.318819,94.000000,268.000000,1,174.000000,174.000000,13.000000,270.000000,1,257.000000,257.000000,-83.000000,1.000000,0.541462,0.398020,0.143442,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.327402,0.089036,0.083274,0.005763,0.041667,0.391489,1,0.349823,0.349823,0.033333,0.375000,1,0.341667,0.341667,0.008156
train_0132,42,71,20,0.180046,26.000000,6.233638,5.215007,1.018631,13.000000,81.000000,1,68.000000,68.000000,14.000000,80.000000,1,66.000000,66.000000,2.000000,37.000000,3.132078,3.457411,-0.325333,24.972973,38.769231,1,13.796258,13.796258,24.315789,38.347826,1,14.032037,14.032037,-0.235779,36.000000,20.991982,20.073486,0.918496,0.000000,152.000000,1,152.000000,152.000000,0.000000,147.000000,1,147.000000,147.000000,5.000000,10.000000,7.584433,7.720346,-0.135913,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.074766,0.062451,0.078993,-0.016542,0.041667,0.391489,1,0.349823,0.349823,0.061538,0.377358,1,0.315820,0.315820,0.034003
train_0133,60,76,1,0.173454,53.000000,12.138778,11.476783,0.661995,13.000000,81.000000,1,68.000000,68.000000,14.000000,71.000000,1,57.000000,57.000000,11.000000,46.000000,1.956187,1.791136,0.165051,35.675676,55.384615,1,19.708940,19.708940,36.428571,56.842105,1,20.413534,20.413534,-0.704594,94.000000,16.821224,24.721442,-7.900218,0.000000,157.000000,1,157.000000,157.000000,0.000000,120.000000,1,120.000000,120.000000,37.000000,1.000000,0.541462,0.287625,0.253837,1.000000,20.000000,1,19.000000,19.000000,1.000000,18.000000,1,17.000000,17.000000,2.000000,0.188235,0.032847,0.031696,0.001151,0.041667,0.391489,1,0.349823,0.349823,0.044444,0.407186,1,0.362741,0.362741,-0.012918
train_0134,80,131,1,0.161770,29.000000,5.976893,6.226914,-0.250021,13.000000,81.000000,1,68.000000,68.000000,16.000000,82.000000,1,66.000000,66.000000,2.000000,69.000000,5.060016,4.199113,0.860903,47.567568,73.846154,1,26.278586,26.278586,49.655172,73.766234,1,24.111061,24.111061,2.167525,96.000000,21.554750,17.807588,3.747162,38.000000,212.000000,1,174.000000,174.000000,0.000000,212.000000,1,212.000000,212.000000,-38.000000,1.000000,0.541462,0.575367,-0.033905,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.334802,0.094169,0.098225,-0.004057,0.041667,0.391489,1,0.349823,0.349823,0.052288,0.332378,0,0.280091,0.304326,0.045497
train_0135,46,53,20,0.123737,68.000000,21.111346,20.351034,0.760313,13.000000,81.000000,1,68.000000,68.000000,12.000000,72.000000,1,60.000000,60.000000,8.000000,33.000000,1.695299,1.798525,-0.103227,27.351351,42.461538,1,15.110187,15.110187,26.631579,43.578947,1,16.947368,16.947368,-1.837181,125.000000,46.588172,49.344648,-2.756476,0.000000,134.000000,1,134.000000,134.000000,0.000000,129.000000,1,129.000000,129.000000,5.000000,20.000000,1.030674,0.974228,0.056446,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.101124,0.049420,0.050736,-0.001316,0.041667,0.391489,1,0.349823,0.349823,0.033333,0.363636,1,0.330303,0.330303,0.019520
train_0136,65,84,1,0.174417,20.000000,8.395703,10.264330,-1.868627,13.000000,81.000000,1,68.000000,68.000000,16.000000,80.000000,1,64.000000,64.000000,4.000000,63.000000,9.428330,9.197498,0.230831,38.648649,59.935065,0,21.286416,51.935767,40.300000,60.411765,0,20.111765,45.994118,5.941649,22.000000,36.540651,23.221677,13.318975,0.000000,165.000000,1,165.000000,165.000000,0.000000,141.000000,1,141.000000,141.000000,24.000000,1.000000,0.541462,0.497272,0.044190,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.037736,0.090330,0.105747,-0.015417,0.044444,0.391489,0,0.347045,0.414131,0.046154,0.377358,0,0.331205,0.415385,-0.001254
train_0137,77,137,20,0.237397,30.000000,5.963380,6.985855,-1.022475,13.000000,81.000000,1,68.000000,68.000000,13.000000,94.000000,1,81.000000,81.000000,-13.000000,71.000000,8.015800,7.686306,0.329494,45.783784,71.076923,1,25.293139,25.293139,45.917431,70.304348,0,24.386917,31.343438,-6.050299,91.000000,27.071799,22.414618,4.657181,44.000000,218.000000,1,174.000000,174.000000,20.000000,212.000000,1,192.000000,192.000000,-18.000000,1.000000,14.300347,12.358547,1.941799,1.000000,39.000000,1,38.000000,38.000000,1.000000,31.000000,1,30.000000,30.000000,8.000000,0.412281,0.154630,0.129432,0.025199,0.041667,0.377358,0,0.335692,0.684914,0.070423,0.391489,0,0.321067,0.528980,0.155934
train_0138,23,23,19,0.141821,19.000000,8.949732,7.258265,1.691467,13.000000,81.000000,1,68.000000,68.000000,13.000000,78.000000,1,65.000000,65.000000,3.000000,15.000000,1.428072,1.275804,0.152268,13.675676,21.230769,1,7.555094,7.555094,13.416667,20.700000,1,7.283333,7.283333,0.271760,64.000000,23.739381,21.468335,2.271046,0.000000,104.000000,1,104.000000,104.000000,0.000000,109.000000,1,109.000000,109.000000,-5.000000,20.000000,1.583622,1.656849,-0.073226,1.000000,38.000000,1,37.000000,37.000000,1.000000,38.000000,1,37.000000,37.000000,0.000000,0.183908,0.032577,0.036186,-0.003609,0.041667,0.391489,1,0.349823,0.349823,0.032967,0.440678,1,0.407711,0.407711,-0.057888
train_0139,41,78,1,0.168303,40.000000,7.193054,7.918549,-0.725494,13.000000,81.000000,1,68.000000,68.000000,12.000000,80.000000,1,68.000000,68.000000,0.000000,30.000000,1.405910,1.485551,-0.079641,24.378378,37.846154,1,13.467775,13.467775,23.916667,37.434783,1,13.518116,13.518116,-0.050340,106.000000,20.495924,21.306512,-0.810589,0.000000,159.000000,1,159.000000,159.000000,0.000000,159.000000,1,159.000000,159.000000,0.000000,1.000000,0.541462,0.718475,-0.177013,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.293478,0.068422,0.065250,0.003172,0.041667,0.391489,1,0.349823,0.349823,0.061538,0.440678,1,0.379140,0.379140,-0.029317
train_0140,12,12,12,0.084531,18.000000,9.557813,6.557894,2.999919,13.000000,81.000000,1,68.000000,68.000000,14.000000,70.000000,1,56.000000,56.000000,12.000000,10.000000,0.585542,0.733416,-0.147874,7.135135,11.076923,1,3.941788,3.941788,6.947368,10.909091,1,3.961722,3.961722,-0.019935,39.000000,15.179136,13.851515,1.327621,0.000000,93.000000,1,93.000000,93.000000,0.000000,86.000000,1,86.000000,86.000000,7.000000,1.000000,8.175172,8.677259,-0.502086,1.000000,31.000000,1,30.000000,30.000000,1.000000,31.000000,1,30.000000,30.000000,0.000000,0.078431,0.060161,0.061618,-0.001457,0.041667,0.391489,1,0.349823,0.349823,0.052632,0.438596,1,0.385965,0.385965,-0.036142
train_0141,64,105,20,0.179638,25.000000,6.463358,5.919328,0.544029,13.000000,81.000000,1,68.000000,68.000000,14.000000,71.000000,1,57.000000,57.000000,11.000000,58.000000,5.874919,5.107803,0.767115,38.054054,59.076923,1,21.022869,21.022869,39.680000,59.012987,1,19.332987,19.332987,1.689882,36.000000,41.594883,29.637245,11.957638,12.000000,186.000000,1,174.000000,174.000000,0.000000,177.000000,1,177.000000,177.000000,-3.000000,17.000000,2.706274,2.460907,0.245368,1.000000,39.000000,1,38.000000,38.000000,1.000000,38.000000,1,37.000000,37.000000,1.000000,0.070922,0.064970,0.077482,-0.012512,0.041667,0.391489,1,0.349823,0.349823,0.044444,0.377358,1,0.332914,0.332914,0.016909
train_0142,85,109,1,0.161937,60.000000,15.976443,13.859345,2.117098,13.000000,81.000000,1,68.000000,68.000000,13.000000,94.000000,1,81.000000,81.000000,-13.000000,60.000000,3.388932,4.045551,-0.656619,50.540541,78.461538,1,27.920998,27.920998,51.944444,79.014085,1,27.069640,27.069640,0.851358,108.000000,14.269673,21.970712,-7.701040,16.000000,190.000000,1,174.000000,174.000000,0.000000,197.000000,1,197.000000,197.000000,-23.000000,1.000000,0.541462,0.439041,0.102421,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.156682,0.033422,0.028152,0.005270,0.041667,0.391489,1,0.349823,0.349823,0.036900,0.353791,1,0.316890,0.316890,0.032932
train_0143,85,129,1,0.187432,26.000000,6.233638,7.666608,-1.432970,13.000000,81.000000,1,68.000000,68.000000,16.000000,85.000000,1,69.000000,69.000000,-1.000000,71.000000,4.224163,3.615576,0.608587,50.540541,78.461538,1,27.920998,27.920998,52.758621,80.819672,1,28.061051,28.061051,-0.140054,84.000000,26.521733,18.680016,7.841717,36.000000,210.000000,1,174.000000,174.000000,5.000000,199.000000,1,194.000000,194.000000,-20.000000,20.000000,13.432773,14.404222,-0.971449,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.234742,0.042633,0.037280,0.005353,0.041667,0.391489,1,0.349823,0.349823,0.032967,0.351220,1,0.318252,0.318252,0.031570
train_0144,130,246,20,0.166739,19.000000,8.949732,10.516716,-1.566984,13.000000,81.000000,1,68.000000,68.000000,13.000000,85.000000,1,72.000000,72.000000,-4.000000,124.000000,17.037865,16.570630,0.467235,77.297297,119.870130,0,42.572833,83.871534,77.297297,120.845070,0,43.547773,75.097069,8.774465,25.000000,177.693798,156.182121,21.511676,153.000000,327.000000,0,174.000000,1454.000000,129.000000,327.000000,0,198.000000,1238.000000,216.000000,1.000000,14.300347,12.806422,1.493925,1.000000,39.000000,1,38.000000,38.000000,1.000000,38.000000,1,37.000000,37.000000,1.000000,0.036900,0.091030,0.107152,-0.016122,0.044444,0.391489,0,0.347045,0.422486,0.044444,0.412281,0,0.367836,0.443277,-0.020791
train_0145,48,114,20,0.170647,49.000000,10.273997,9.242296,1.031700,13.000000,81.000000,1,68.000000,68.000000,13.000000,81.000000,1,68.000000,68.000000,0.000000,33.000000,2.196589,1.569720,0.626870,28.540541,44.307692,1,15.767152,15.767152,28.540541,43.500000,1,14.959459,14.959459,0.807692,122.000000,14.806630,12.082526,2.724104,21.000000,195.000000,1,174.000000,174.000000,21.000000,189.000000,1,168.000000,168.000000,6.000000,20.000000,1.030674,1.270038,-0.239364,1.000000,39.000000,1,38.000000,38.000000,1.000000,39.000000,1,38.000000,38.000000,0.000000,0.440678,0.179523,0.132381,0.047142,0.041667,0.377358,0,0.335692,0.968887,0.071429,0.469274,1,0.397845,0.397845,0.571041
train_0146,61,112,1,0.184937,5.000000,20.381649,19.533481,0.848168,14.000000,81.000000,0,67.000000,157.000000,12.000000,81.000000,0,69.000000,139.000000,18.000000,58.000000,7.832536,8.325728,-0.493193,36.270270,56.246753,0,19.976483,37.508951,36.600000,55.771429,0,19.171429,41.457143,-3.948192,8.000000,68.903293,63.302904,5.600389,19.000000,193.000000,0,174.000000,284.000000,4.000000,188.000000,1,184.000000,184.000000,100.000000,1.000000,0.541462,0.923875,-0.382413,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.033333,0.094067,0.116421,-0.022355,0.044444,0.391489,0,0.347045,0.458156,0.052288,0.377358,0,0.325071,0.514613,-0.056457
train_0147,156,284,5,0.210049,52.000000,11.652313,10.315647,1.336666,13.000000,81.000000,1,68.000000,68.000000,17.000000,85.000000,1,68.000000,68.000000,0.000000,123.000000,5.511750,4.585735,0.926016,92.756757,144.000000,1,51.243243,51.243243,96.759494,149.361702,1,52.602208,52.602208,-1.358965,137.000000,107.569389,79.531414,28.037975,191.000000,365.000000,0,174.000000,714.000000,145.000000,365.000000,0,220.000000,300.000000,414.000000,1.000000,3.054592,3.171324,-0.116732,1.000000,24.000000,1,23.000000,23.000000,1.000000,24.000000,1,23.000000,23.000000,0.000000,0.185273,0.032614,0.027678,0.004936,0.041667,0.391489,1,0.349823,0.349823,0.037736,0.351220,1,0.313484,0.313484,0.036339
train_0148,30,66,15,0.158644,43.000000,8.044367,8.908238,-0.863870,13.000000,81.000000,1,68.000000,68.000000,13.000000,71.000000,1,58.000000,58.000000,10.000000,19.000000,2.206371,1.779772,0.426599,17.837838,27.692308,1,9.854470,9.854470,17.368421,27.391304,1,10.022883,10.022883,-0.168413,101.000000,23.342147,24.145409,-0.803263,0.000000,147.000000,1,147.000000,147.000000,2.000000,138.000000,1,136.000000,136.000000,11.000000,19.000000,3.378091,3.292158,0.085933,1.000000,34.000000,1,33.000000,33.000000,1.000000,34.000000,1,33.000000,33.000000,0.000000,0.407186,0.150317,0.120198,0.030119,0.041667,0.377358,0,0.335692,0.633963,0.052632,0.469274,1,0.416642,0.416642,0.217321
train_0149,49,61,1,0.165545,21.000000,7.868700,9.188291,-1.319591,13.000000,81.000000,1,68.000000,68.000000,13.000000,92.000000,1,79.000000,79.000000,-11.000000,48.000000,7.588662,6.643955,0.944707,29.135135,45.181818,0,16.046683,44.228501,29.220183,46.590164,0,17.369980,31.468341,12.760160,22.000000,22.685329,18.576565,4.108764,0.000000,142.000000,1,142.000000,142.000000,0.000000,144.000000,1,144.000000,144.000000,-2.000000,1.000000,0.541462,0.622976,-0.081514,1.000000,20.000000,1,19.000000,19.000000,1.000000,20.000000,1,19.000000,19.000000,0.000000,0.024096,0.102237,0.096694,0.005543,0.044444,0.391489,0,0.347045,0.550526,0.041667,0.323353,0,0.281687,0.457389,0.093136
train_0150,94,169,1,0.190623,68.000000,21.111346,21.072244,0.039102,13.000000,81.000000,1,68.000000,68.000000,14.000000,80.000000,1,66.000000,66.000000,2.000000,63.000000,4.985173,4.658657,0.326516,55.891892,86.769231,1,30.877339,30.877339,55.891892,87.364706,1,31.472814,31.472814,-0.595475,175.000000,14.685510,18.897705,-4.212195,76.000000,250.000000,1,174.000000,174.000000,52.000000,245.000000,1,193.000000,193.000000,-19.000000,25.000000,18.364984,17.631860,0.733124,1.000000,20.000000,0,19.000000,69.000000,1.000000,20.000000,0,19.000000,69.000000,0.000000,0.308140,0.076808,0.063577,0.013231,0.041667,0.391489,1,0.349823,0.349823,0.052288,0.377358,1,0.325071,0.325071,0.024752
