id,source_unique_tokens,source_word_count,source_line_count,mean_text_only_neighbor_cosine_similarity,mean_demographics_only_neighbor_cosine_similarity,mean_combined_neighbor_cosine_similarity,add_count_observed,add_count_marginal_crps,add_count_text_only_crps,add_count_demographics_only_crps,add_count_combined_crps,delete_count_observed,delete_count_marginal_crps,delete_count_text_only_crps,delete_count_demographics_only_crps,delete_count_combined_crps,word_count_observed,word_count_marginal_crps,word_count_text_only_crps,word_count_demographics_only_crps,word_count_combined_crps,line_count_observed,line_count_marginal_crps,line_count_text_only_crps,line_count_demographics_only_crps,line_count_combined_crps,source_similarity_observed,source_similarity_marginal_crps,source_similarity_text_only_crps,source_similarity_demographics_only_crps,source_similarity_combined_crps
train_0136,65,84,1,0.173906,0.405074,0.174417,20.000000,8.395703,10.269782,5.335724,10.264330,63.000000,9.428330,9.251578,9.672466,9.197498,22.000000,36.540651,23.295092,38.318208,23.221677,1.000000,0.541462,0.495003,0.861236,0.497272,0.037736,0.090330,0.106509,0.091054,0.105747
train_0137,77,137,20,0.239478,0.362605,0.237397,30.000000,5.963380,6.984322,6.645062,6.985855,71.000000,8.015800,7.644622,9.184701,7.686306,91.000000,27.071799,22.361781,30.922173,22.414618,1.000000,14.300347,12.276899,13.877811,12.358547,0.412281,0.154630,0.130143,0.147773,0.129432
train_0138,23,23,19,0.128855,0.423195,0.141821,19.000000,8.949732,7.506160,8.625384,7.258265,15.000000,1.428072,1.278673,1.298394,1.275804,64.000000,23.739381,22.333297,23.098812,21.468335,20.000000,1.583622,1.636649,1.721953,1.656849,0.183908,0.032577,0.036260,0.036750,0.036186
train_0139,41,78,1,0.163749,0.459269,0.168303,40.000000,7.193054,8.000957,7.160932,7.918549,30.000000,1.405910,1.402348,1.586423,1.485551,106.000000,20.495924,22.006272,19.207999,21.306512,1.000000,0.541462,0.578902,0.719687,0.718475,0.293478,0.068422,0.064890,0.061164,0.065250
train_0140,12,12,12,0.063394,0.306795,0.084531,18.000000,9.557813,6.957451,6.407275,6.557894,10.000000,0.585542,0.678096,0.608544,0.733416,39.000000,15.179136,15.348708,16.628581,13.851515,1.000000,8.175172,8.505698,8.391736,8.677259,0.078431,0.060161,0.066650,0.066701,0.061618
train_0141,64,105,20,0.177064,0.482961,0.179638,25.000000,6.463358,6.012969,6.868157,5.919328,58.000000,5.874919,5.285004,6.698384,5.107803,36.000000,41.594883,30.992416,46.911468,29.637245,17.000000,2.706274,2.473473,2.593313,2.460907,0.070922,0.064970,0.079346,0.068714,0.077482
train_0142,85,109,1,0.156835,0.608738,0.161937,60.000000,15.976443,13.937118,17.978821,13.859345,60.000000,3.388932,4.027890,3.669215,4.045551,108.000000,14.269673,21.823065,15.304890,21.970712,1.000000,0.541462,0.393318,0.434131,0.439041,0.156682,0.033422,0.028237,0.030536,0.028152
train_0143,85,129,1,0.189586,0.329515,0.187432,26.000000,6.233638,7.662709,8.343601,7.666608,71.000000,4.224163,3.805162,4.210345,3.615576,84.000000,26.521733,19.043031,29.769725,18.680016,20.000000,13.432773,14.433298,14.044600,14.404222,0.234742,0.042633,0.038250,0.044910,0.037280
train_0144,130,246,20,0.165590,0.379755,0.166739,19.000000,8.949732,10.623199,10.347221,10.516716,124.000000,17.037865,16.621941,20.237696,16.570630,25.000000,177.693798,155.840382,186.646972,156.182121,1.000000,14.300347,12.818863,14.202044,12.806422,0.036900,0.091030,0.107106,0.106144,0.107152
train_0145,48,114,20,0.174010,0.302083,0.170647,49.000000,10.273997,9.558241,10.747850,9.242296,33.000000,2.196589,1.595151,2.467232,1.569720,122.000000,14.806630,11.486135,18.362193,12.082526,20.000000,1.030674,1.220117,1.118982,1.270038,0.440678,0.179523,0.126065,0.194657,0.132381
train_0146,61,112,1,0.182140,0.414903,0.184937,5.000000,20.381649,20.469105,19.070183,19.533481,58.000000,7.832536,8.337125,7.034506,8.325728,8.000000,68.903293,64.251768,60.395705,63.302904,1.000000,0.541462,0.930402,0.410395,0.923875,0.033333,0.094067,0.117833,0.080747,0.116421
train_0147,156,284,5,0.210069,0.407502,0.210049,52.000000,11.652313,10.302916,10.997313,10.315647,123.000000,5.511750,4.486895,5.571354,4.585735,137.000000,107.569389,78.291448,113.087566,79.531414,1.000000,3.054592,3.091181,3.053546,3.171324,0.185273,0.032614,0.028247,0.034245,0.027678
train_0148,30,66,15,0.167351,0.251032,0.158644,43.000000,8.044367,8.641364,8.678974,8.908238,19.000000,2.206371,1.645290,2.436860,1.779772,101.000000,23.342147,21.912055,22.452600,24.145409,19.000000,3.378091,3.211967,3.242127,3.292158,0.407186,0.150317,0.114160,0.184907,0.120198
train_0149,49,61,1,0.159703,0.504009,0.165545,21.000000,7.868700,9.275915,7.584688,9.188291,48.000000,7.588662,6.792012,6.043709,6.643955,22.000000,22.685329,18.754113,20.902396,18.576565,1.000000,0.541462,0.578674,0.471228,0.622976,0.024096,0.102237,0.100254,0.081944,0.096694
train_0150,94,169,1,0.186876,0.467730,0.190623,68.000000,21.111346,20.929125,23.401673,21.072244,63.000000,4.985173,4.785334,4.402328,4.658657,175.000000,14.685510,18.429761,14.596067,18.897705,25.000000,18.364984,18.078586,18.027690,17.631860,0.308140,0.076808,0.063278,0.064231,0.063577
